# Graph from fig_07b.png, ATLAS CL observed limit

m0(GeV) m12(GeV)
------   --------
139.3	633.7
172.1	641.0
184.4	649.0
204.9	656.9
225.4	664.2
241.8	668.8
258.1	672.8
290.9	671.5
331.9	669.5
372.9	666.8
401.6	662.9
454.9	657.6
487.7	652.9
520.4	647.0
557.3	639.7
586.0	634.4
606.5	629.1
643.4	621.8
663.9	616.5
688.5	610.5
713.1	602.6
745.9	594.7
774.5	587.4
799.1	579.4
815.5	572.1
831.9	563.5
852.4	547.0
864.7	539.7
881.1	530.4
881.1	453.6
885.2	447.6
901.6	457.6
905.7	521.1
909.8	438.4
922.1	514.5
930.3	463.5
934.4	429.8
946.7	504.6
950.8	425.1
954.9	466.8
967.2	419.8
975.4	494.7
975.4	470.8
983.6	477.4
987.7	483.4
991.8	412.5
995.9	488.7
1020	405.2
1040	398.0
1069	392.0
1086	386.7
1118	380.1
1147	374.1
1184	366.2
1209	361.5
1233	355.6
1254	350.9
1282	345.0
1307	341.0
1348	335.7
1377	331.1
1397	329.8
1430	329.8
1463	331.1
1499	331.7
1553	333.1
1594	333.7
1627	333.7
1659	332.4
1700	331.7
1754	328.4
1803	326.4
1840	324.5
1885	323.8
1930	323.1
1975	321.8
2024	321.1
2061	315.2
2086	310.5
2131	305.2
2151	307.9
2184	310.5
2221	313.2
2245	314.5
2286	314.5
2323	314.5
2360	314.5
2401	315.8
2442	315.8
2487	313.9
2536	311.2
2586	311.2
2622	311.2
2659	311.2
2692	309.2
2729	307.2
2758	305.2
2795	305.2
2836	304.6
2872	303.3
2905	301.9
2942	301.3
2979	300.0
3012	297.3
3040	295.3
3081	294.0
3118	294.7
3159	295.3
3204	294.7
3237	294.0
3278	293.3
3327	292.7
3372	292.7
3377	212.5
3401	217.2
3405	293.3
3426	221.1
3442	225.1
3450	294.0
3463	229.8
3483	234.4
3495	295.3
3504	247.0
3508	254.3
3508	241.0
3524	256.9
3545	296.6
3545	260.9
3565	264.9
3586	297.3
3586	268.8
3594	290.7
3602	284.1
3606	276.8
3606	272.8
