# Graph from fig_07b.png, ATLAS CL median expected limit

m0(GeV) m12(GeV)
------   --------
119.3	592.7
168.4	594.7
197.1	599.3
229.8	605.9
258.5	609.9
287.1	607.2
332.1	603.3
364.9	600.0
393.5	596.6
422.2	592.7
450.8	589.4
475.4	584.7
508.1	578.8
528.6	574.1
557.2	568.8
577.7	563.5
606.4	556.9
630.9	549.6
647.3	546.3
663.7	541.0
680.0	536.4
688.2	533.1
700.5	527.1
708.7	523.8
716.9	519.2
725.1	513.2
737.3	507.9
749.6	501.9
766.0	495.3
774.2	490.7
790.5	484.1
806.9	476.8
823.3	469.5
839.6	465.5
856.0	459.6
880.6	452.9
896.9	448.3
921.5	441.7
946.1	434.4
962.4	429.8
978.8	423.8
999.3	417.8
1023	411.9
1040	405.9
1052	401.9
1072	396.6
1089	392.0
1109	388.0
1126	382.7
1158	376.1
1179	370.8
1203	365.5
1236	358.2
1261	352.9
1281	348.3
1302	344.3
1326	341.0
1359	335.0
1404	328.4
1437	323.8
1469	318.5
1510	313.2
1535	310.5
1560	307.9
1580	304.6
1609	300.6
1641	299.3
1682	298.0
1719	296.6
1748	295.3
1789	292.7
1817	290.0
1850	290.0
1895	289.4
1932	289.4
1957	290.0
1989	291.3
2030	292.0
2059	291.3
2096	290.0
2141	289.4
2165	290.0
2218	289.4
2259	288.0
2309	284.1
2341	282.1
2374	281.4
2411	280.7
2444	279.4
2476	278.1
2521	276.8
2566	276.8
2620	277.4
2648	277.4
2677	273.5
2710	270.1
2742	266.8
2779	266.2
2828	266.2
2865	266.2
2894	266.8
2931	267.5
2984	267.5
3049	266.2
3086	265.5
3143	265.5
3193	263.5
3242	260.9
3270	259.6
3303	260.9
3319	203.3
3348	262.2
3364	210.5
3381	214.5
3401	262.9
3401	217.8
3422	222.5
3454	264.2
3454	229.1
3479	262.9
3487	258.2
3491	253.6
3495	249.0
3499	242.3
