  0.5971E+01            7.327E-04
  0.6001E+01            5.948E-04
  0.6061E+01            4.930E-04
  0.6122E+01            4.002E-04
  0.6153E+01            3.181E-04
  0.6184E+01            2.749E-04
  0.6246E+01            2.278E-04
  0.6278E+01            1.888E-04
  0.6341E+01            1.565E-04
  0.6373E+01            1.297E-04
  0.6405E+01            1.075E-04
  0.6469E+01            8.912E-05
  0.6501E+01            7.542E-05
  0.6534E+01            6.122E-05
  0.6600E+01            5.074E-05
  0.6633E+01            4.294E-05
  0.6700E+01            3.559E-05
  0.6733E+01            2.950E-05
  0.6801E+01            2.394E-05
  0.6835E+01            2.026E-05
  0.6869E+01            1.679E-05
  0.6904E+01            1.335E-05
  0.7008E+01            1.106E-05
  0.7150E+01            8.801E-06
  0.7222E+01            7.448E-06
  0.7331E+01            6.046E-06
  0.7405E+01            5.012E-06
  0.7555E+01            4.069E-06
  0.7669E+01            3.372E-06
  0.7785E+01            2.681E-06
  0.7903E+01            2.222E-06
  0.7983E+01            1.920E-06
  0.8103E+01            1.625E-06
  0.8267E+01            1.376E-06
  0.8351E+01            1.189E-06
  0.8435E+01            1.027E-06
  0.8605E+01            9.070E-07
  0.8692E+01            7.838E-07
  0.8868E+01            5.977E-07
  0.9092E+01            4.955E-07
  0.9369E+01            4.023E-07
  0.9559E+01            3.266E-07
  0.9752E+01            2.765E-07
  1.0000E+01            2.245E-07
  1.0250E+01            1.940E-07
  1.0510E+01            1.642E-07
  1.0830E+01            1.361E-07
  1.1100E+01            1.129E-07
  1.1330E+01            9.556E-08
  1.1730E+01            7.759E-08
  1.2030E+01            6.568E-08
  1.2330E+01            5.677E-08
  1.2580E+01            4.907E-08
  1.3160E+01            3.822E-08
  1.3570E+01            3.304E-08
  1.3910E+01            2.916E-08
  1.4260E+01            2.573E-08
  1.4620E+01            2.271E-08
  1.4990E+01            2.090E-08
  1.5380E+01            1.923E-08
  1.5690E+01            1.733E-08
  1.6080E+01            1.529E-08
  1.6570E+01            1.407E-08
  1.6990E+01            1.268E-08
  1.7510E+01            1.167E-08
  1.7960E+01            1.074E-08
  1.8410E+01            9.682E-09
  1.8880E+01            8.725E-09
  1.9550E+01            7.702E-09
  2.0050E+01            6.941E-09
  2.0760E+01            6.256E-09
  2.1400E+01            5.757E-09
  2.2050E+01            5.298E-09
  2.2720E+01            4.978E-09
  2.3300E+01            4.776E-09
  2.4130E+01            4.583E-09
  2.4860E+01            4.130E-09
  2.5620E+01            3.881E-09
  2.6800E+01            3.498E-09
  2.7760E+01            3.153E-09
  2.8890E+01            3.026E-09
  3.0530E+01            2.728E-09
  3.2100E+01            2.618E-09
  3.3740E+01            2.461E-09
  3.5480E+01            2.361E-09
  3.7480E+01            2.266E-09
  3.8820E+01            2.221E-09
  4.0410E+01            2.176E-09
  4.2270E+01            2.132E-09
  4.3780E+01            2.133E-09
  4.5570E+01            2.090E-09
  4.7670E+01            2.091E-09
  4.9860E+01            2.092E-09
  5.2160E+01            2.094E-09
  5.5390E+01            2.095E-09
  5.8530E+01            2.097E-09
  6.1220E+01            2.098E-09
  6.3730E+01            2.099E-09
  6.8350E+01            2.101E-09
  7.0790E+01            2.191E-09
  7.3680E+01            2.239E-09
  7.7080E+01            2.335E-09
  8.1850E+01            2.437E-09
  8.6920E+01            2.543E-09
  9.1380E+01            2.598E-09
  9.6550E+01            2.654E-09
  1.0150E+02            2.769E-09
  1.0610E+02            2.889E-09
  1.1160E+02            3.014E-09
  1.1910E+02            3.145E-09
  1.2520E+02            3.351E-09
  1.3300E+02            3.496E-09
  1.4190E+02            3.648E-09
  1.4990E+02            3.886E-09
  1.5760E+02            3.971E-09
  1.6410E+02            4.057E-09
  1.7170E+02            4.321E-09
  1.8050E+02            4.508E-09
  1.8880E+02            4.703E-09
  1.9650E+02            4.805E-09
  2.0450E+02            5.012E-09
  2.1500E+02            5.229E-09
  2.2490E+02            5.455E-09
  2.3530E+02            5.573E-09
  2.4740E+02            5.937E-09
  2.5750E+02            6.065E-09
  2.6670E+02            6.327E-09
  2.7620E+02            6.463E-09
  2.8320E+02            6.601E-09
  2.9480E+02            6.744E-09
  3.0380E+02            7.034E-09
  3.1300E+02            7.185E-09
  3.2420E+02            7.340E-09
  3.4430E+02            7.820E-09
  3.5650E+02            7.989E-09
  3.6930E+02            8.333E-09
  3.8050E+02            8.512E-09
  3.9210E+02            8.878E-09
  4.0810E+02            9.070E-09
  4.2060E+02            9.460E-09
  4.3780E+02            9.868E-09
  4.5570E+02            1.029E-08
  4.6960E+02            1.051E-08
  4.9370E+02            1.097E-08
  5.1380E+02            1.144E-08
  5.4570E+02            1.219E-08
  5.8230E+02            1.272E-08
  6.0610E+02            1.327E-08
  6.3410E+02            1.384E-08
  6.5670E+02            1.444E-08
  6.7670E+02            1.506E-08
  7.0080E+02            1.571E-08
  7.2950E+02            1.638E-08
  7.5550E+02            1.709E-08
  7.9030E+02            1.783E-08
  8.3510E+02            1.860E-08
  8.6920E+02            1.941E-08
  9.0920E+02            2.067E-08
  9.5110E+02            2.156E-08
  9.8010E+02            2.249E-08
